Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-08T08:03:21.145Z","Included","auto","No","0","4711","30464","1090","36265","0.02"
"2025-12-08T08:01:24.498Z","Included","auto","No","0","6635","28288","227","35150","0.02"
"2025-12-08T07:49:50.770Z","Included","auto","No","0","30269","139648","1931","171848","0.08"
"2025-12-08T07:48:04.612Z","Included","auto","No","0","1924","29440","774","32138","0.01"
"2025-12-08T07:45:53.625Z","Included","auto","No","0","24154","5760","263","30177","0.03"
"2025-12-08T07:43:07.669Z","Included","auto","No","0","23815","63360","809","87984","0.05"
"2025-12-08T07:37:32.568Z","Included","auto","No","0","10293","207104","6280","223677","0.10"
"2025-12-08T07:29:19.696Z","Included","auto","No","0","12038","25856","1628","39522","0.03"
"2025-12-08T07:20:39.690Z","Included","auto","No","0","20080","25600","1240","46920","0.04"
"2025-12-08T05:13:10.945Z","Included","auto","No","91665","62928","90112","3863","248568","0.24"
"2025-12-08T04:38:23.697Z","Included","auto","No","3565","19798","268288","2159","293810","0.11"
"2025-12-08T04:17:10.030Z","Included","auto","No","7941","17706","337920","2645","366212","0.13"
"2025-12-08T04:04:19.171Z","Included","auto","No","116121","0","125440","3314","244875","0.20"
"2025-12-08T04:00:52.025Z","Included","auto","No","34117","31648","236544","3380","305689","0.16"
"2025-12-08T03:55:33.112Z","Included","auto","No","13818","0","437760","4244","455822","0.15"
"2025-12-08T03:52:37.300Z","Included","auto","No","50336","0","52992","549","103877","0.08"
"2025-12-08T03:45:32.830Z","Included","auto","No","30518","9577","274176","5818","320089","0.15"
"2025-12-08T03:38:57.763Z","Included","auto","No","35120","0","351744","8997","395861","0.19"
"2025-12-08T03:38:08.048Z","Included","auto","No","17638","0","61440","1501","80579","0.05"
"2025-12-08T03:20:40.219Z","Included","auto","No","13815","0","75520","1376","90711","0.04"
"2025-12-08T03:04:22.525Z","Included","auto","No","102558","0","321792","1129","425479","0.22"
"2025-12-07T21:19:19.727Z","Included","auto","No","3228","0","294656","935","298819","0.08"
"2025-12-07T21:15:48.125Z","Included","auto","No","5193","0","477440","1178","483811","0.13"
"2025-12-07T20:57:44.041Z","Included","auto","No","85464","0","91136","1308","177908","0.14"
"2025-12-07T20:54:56.147Z","Included","auto","No","15462","0","437760","1851","455073","0.14"
"2025-12-07T20:36:59.694Z","Included","auto","No","80426","0","509952","3972","594350","0.25"
"2025-12-07T20:34:54.120Z","Included","auto","No","72353","0","150528","1356","224237","0.14"
"2025-12-07T20:21:42.131Z","Included","auto","No","61494","0","907008","11977","980479","0.38"
"2025-12-07T20:20:28.885Z","Included","auto","No","6960","0","72192","2275","81427","0.04"
"2025-12-07T20:11:23.524Z","Included","auto","No","26526","0","112640","2028","141194","0.07"
"2025-12-07T19:41:53.219Z","Included","auto","No","22047","0","227584","1422","251053","0.09"
"2025-12-07T19:38:18.885Z","Included","auto","No","36599","0","364800","7708","409107","0.18"
"2025-12-07T19:37:33.761Z","Included","auto","No","19649","0","81152","2106","102907","0.06"
"2025-12-07T19:32:05.283Z","Included","auto","No","37368","0","394240","7070","438678","0.19"
"2025-12-07T19:31:13.567Z","Included","auto","No","28368","0","83456","1849","113673","0.07"
"2025-12-07T19:26:10.052Z","Included","auto","No","163382","0","280832","3261","447475","0.29"
"2025-12-07T19:21:12.572Z","Included","auto","No","16335","1435","804608","5464","827842","0.26"
"2025-12-07T19:18:01.826Z","Included","auto","No","8207","0","244224","1210","253641","0.08"
"2025-12-07T19:14:27.737Z","Included","auto","No","36465","0","408064","3168","447697","0.17"
"2025-12-07T19:09:29.363Z","Included","auto","No","43030","0","513024","5727","561781","0.22"
"2025-12-07T19:08:44.936Z","Included","auto","No","13232","0","56320","1584","71136","0.04"
"2025-12-07T19:08:37.893Z","Included","auto","No","4525","0","6400","0","10925","0.01"
"2025-12-07T19:05:39.680Z","Included","auto","No","23223","0","517120","2312","542655","0.17"
"2025-12-07T19:03:08.090Z","Included","auto","No","11688","0","426496","3216","441400","0.14"
"2025-12-07T19:00:20.109Z","Included","auto","No","3377","0","158208","1196","162781","0.05"
"2025-12-07T18:57:44.511Z","Included","auto","No","7628","0","134144","1098","142870","0.05"
"2025-12-07T18:55:23.812Z","Included","auto","No","2767","0","67072","466","70305","0.02"
"2025-12-07T18:53:19.810Z","Included","auto","No","6134","0","93184","916","100234","0.04"
"2025-12-07T18:51:11.104Z","Included","auto","No","4072","0","111104","1583","116759","0.04"
"2025-12-07T18:33:21.685Z","Included","auto","No","5862","0","39168","857","45887","0.02"
"2025-12-07T18:26:16.745Z","Included","auto","No","5512","0","11264","811","17587","0.01"
"2025-12-07T12:43:41.989Z","Included","auto","No","38195","0","915968","1737","955900","0.29"
"2025-12-07T12:15:39.397Z","Included","auto","No","66405","0","708864","21891","797160","0.39"
"2025-12-07T12:14:29.752Z","Included","auto","No","52000","0","74496","1490","127986","0.09"
"2025-12-07T12:08:19.663Z","Included","auto","No","49397","0","614400","11782","675579","0.29"
"2025-12-07T12:06:41.434Z","Included","auto","No","30357","0","96512","2775","129644","0.08"
"2025-12-07T12:00:10.423Z","Included","auto","No","25007","0","681728","3475","710210","0.22"
"2025-12-07T11:46:20.819Z","Included","auto","No","31988","0","511232","4327","547547","0.19"
"2025-12-07T11:44:49.941Z","Included","auto","No","18190","0","96512","1183","115885","0.05"
"2025-12-07T11:37:23.373Z","Included","auto","No","38527","0","485376","4995","528898","0.20"
"2025-12-07T11:36:37.827Z","Included","auto","No","26052","0","51456","998","78506","0.05"
"2025-12-07T11:23:59.019Z","Included","auto","No","29891","803","488448","9526","528668","0.22"
"2025-12-07T11:23:14.410Z","Included","auto","No","502","0","14592","1085","16179","0.01"
"2025-12-07T11:21:54.619Z","Included","auto","No","8367","0","32768","611","41746","0.02"
"2025-12-07T11:09:30.234Z","Included","auto","No","2824","0","16896","585","20305","0.01"
"2025-12-07T11:08:08.937Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-07T11:07:33.493Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-07T11:05:46.397Z","Included","auto","No","4923","0","9216","774","14913","0.01"
"2025-12-07T09:56:33.755Z","Included","auto","No","6564","0","236032","4139","246735","0.09"
"2025-12-07T09:52:00.591Z","Included","auto","No","5947","0","161536","1625","169108","0.06"
"2025-12-07T09:46:36.567Z","Included","auto","No","44698","0","49920","1141","95759","0.08"
"2025-12-07T09:45:14.293Z","Included","auto","No","45434","0","154112","1804","201350","0.11"
"2025-12-07T05:41:50.153Z","Included","auto","No","8685","0","211456","3207","223348","0.08"
"2025-12-07T05:31:25.093Z","Included","auto","No","20816","0","285440","5014","311270","0.13"
"2025-12-07T05:19:00.597Z","Included","auto","No","15588","0","96512","1917","114017","0.06"
"2025-12-07T05:17:46.920Z","Included","auto","No","13320","0","19200","1054","33574","0.03"
"2025-12-07T05:02:26.852Z","Included","auto","No","15346","0","17920","888","34154","0.03"
"2025-12-07T04:08:32.293Z","Included","auto","No","3980","0","48384","1186","53550","0.02"
"2025-12-07T04:06:20.769Z","Included","auto","No","17968","0","69376","2044","89388","0.05"
"2025-12-06T16:57:03.309Z","Included","auto","No","6430","0","31232","907","38569","0.02"
"2025-12-06T16:37:33.538Z","Included","auto","No","33958","0","204544","6071","244573","0.13"
"2025-12-06T16:35:48.415Z","Included","auto","No","22576","0","63488","1600","87664","0.05"
"2025-12-06T16:28:21.871Z","Included","auto","No","6483","0","8704","722","15909","0.01"
"2025-12-06T13:37:27.963Z","Included","auto","No","73952","0","79616","746","154314","0.12"
"2025-12-06T13:33:13.563Z","Included","auto","No","20449","0","847872","4767","873088","0.27"
"2025-12-06T13:26:57.080Z","Included","auto","No","54369","0","438528","3196","496093","0.20"
"2025-12-06T13:17:28.978Z","Included","auto","No","85760","0","990208","3494","1079462","0.38"
"2025-12-06T12:18:47.299Z","Included","auto","No","40770","0","581888","1329","623987","0.20"
"2025-12-06T12:08:48.416Z","Included","auto","No","30691","0","727808","13095","771594","0.30"
"2025-12-06T12:08:39.250Z","Included","auto","No","24951","0","8960","0","33911","0.03"
"2025-12-06T12:05:11.254Z","Included","auto","No","452","0","30976","1552","32980","0.02"
"2025-12-06T12:03:40.880Z","Included","auto","No","24696","0","75776","1047","101519","0.06"
"2025-12-06T10:37:54.247Z","Included","auto","No","17094","0","161792","2369","181255","0.08"
"2025-12-06T10:08:11.016Z","Included","auto","No","59992","0","205568","2879","268439","0.14"
"2025-12-06T10:02:19.263Z","Included","auto","No","50235","0","52992","1096","104323","0.08"
"2025-12-06T09:55:00.504Z","Included","auto","No","227641","0","1593088","12361","1833090","0.76"
"2025-12-06T08:27:24.167Z","Included","auto","No","30714","0","290560","1437","322711","0.12"
"2025-12-06T08:25:31.168Z","Included","auto","No","7517","0","632576","2087","642180","0.18"
"2025-12-06T08:20:56.789Z","Included","auto","No","6779","0","470272","1979","479030","0.14"
"2025-12-06T08:14:55.920Z","Included","auto","No","40924","0","1742336","9035","1792295","0.54"
"2025-12-06T08:10:17.163Z","Included","auto","No","6812","0","383232","1966","392010","0.12"
"2025-12-06T08:05:24.765Z","Included","auto","No","10449","0","234240","1388","246077","0.08"
"2025-12-06T08:02:48.404Z","Included","auto","No","28132","0","199424","963","228519","0.09"
"2025-12-06T07:56:21.093Z","Included","auto","No","45718","0","483328","8339","537385","0.23"
"2025-12-06T07:54:09.625Z","Included","auto","No","33407","0","137984","1086","172477","0.08"
"2025-12-06T07:50:24.089Z","Included","auto","No","27977","0","455936","6322","490235","0.19"
"2025-12-06T07:49:29.401Z","Included","auto","No","34195","0","100352","1391","135938","0.08"
"2025-12-06T07:36:21.968Z","Included","auto","No","52306","0","56576","647","109529","0.08"
"2025-12-06T07:34:29.479Z","Included","auto","No","23031","0","244736","2308","270075","0.10"
"2025-12-06T07:31:48.941Z","Included","auto","No","37916","0","215040","4685","257641","0.13"
"2025-12-06T07:29:53.960Z","Included","auto","No","29657","0","124160","2540","156357","0.08"
"2025-12-06T04:03:45.834Z","Included","auto","No","116899","0","119296","1037","237232","0.18"
"2025-12-06T03:59:05.252Z","Included","auto","No","2753","0","360704","1191","364648","0.10"
"2025-12-06T03:56:17.213Z","Included","auto","No","113709","0","122880","1934","238523","0.18"
"2025-12-06T03:17:58.207Z","Included","auto","No","11013","0","217600","1008","229621","0.07"
"2025-12-06T03:08:12.323Z","Included","auto","No","12296","0","533248","4760","550304","0.18"
"2025-12-06T03:04:31.870Z","Included","auto","No","2623","0","198144","1434","202201","0.06"
"2025-12-06T03:00:04.333Z","Included","auto","No","7417","0","376576","2489","386482","0.12"
"2025-12-06T02:57:31.409Z","Included","auto","No","86124","0","188928","517","275569","0.16"
"2025-12-06T02:50:40.089Z","Included","auto","No","66902","0","1152512","9766","1229180","0.43"
"2025-12-06T02:33:22.793Z","Included","auto","No","61596","0","710656","11651","783903","0.32"
"2025-12-06T02:32:48.097Z","Included","auto","No","4499","0","37120","1552","43171","0.02"
"2025-12-06T02:30:55.581Z","Included","auto","No","10301","0","43008","1008","54317","0.03"
"2025-12-06T02:26:46.447Z","Included","auto","No","19583","0","1208320","5809","1233712","0.36"
"2025-12-06T02:23:33.247Z","Included","auto","No","9125","0","844800","2466","856391","0.24"
"2025-12-06T02:20:48.942Z","Included","auto","No","16390","0","777216","6214","799820","0.25"
"2025-12-06T02:15:05.822Z","Included","auto","No","11269","0","339968","2304","353541","0.11"
"2025-12-06T02:12:16.685Z","Included","auto","No","73125","0","682240","3200","758565","0.28"
"2025-12-06T02:06:52.826Z","Included","auto","No","63838","0","620288","2620","686746","0.25"
"2025-12-06T01:51:28.398Z","Included","auto","No","90968","0","1455616","28981","1575565","0.65"
"2025-12-06T01:50:37.597Z","Included","auto","No","645","0","37120","2786","40551","0.03"
"2025-12-06T01:48:23.106Z","Included","auto","No","31505","0","100608","1405","133518","0.07"
"2025-12-06T01:39:35.937Z","Included","auto","No","6747","0","25600","1889","34236","0.03"
"2025-12-06T01:33:31.514Z","Included","auto","No","22738","0","75264","3432","101434","0.07"
"2025-12-05T20:45:33.788Z","Included","auto","No","21227","1990","667136","6151","696504","0.23"
"2025-12-05T20:40:45.878Z","Included","auto","No","26380","0","638464","6968","671812","0.23"
"2025-12-05T20:35:04.859Z","Included","auto","No","23326","0","330752","5911","359989","0.15"
"2025-12-05T20:28:14.062Z","Included","auto","No","7205","0","390144","3661","401010","0.13"
"2025-12-05T20:23:57.081Z","Included","auto","No","12926","0","160000","1408","174334","0.06"
"2025-12-05T20:20:09.196Z","Included","auto","No","12147","0","284416","3682","300245","0.11"
"2025-12-05T20:15:43.930Z","Included","auto","No","10678","0","50176","1748","62602","0.04"
"2025-12-05T20:11:39.832Z","Included","auto","No","3973","0","56832","1448","62253","0.03"
"2025-12-05T20:05:25.499Z","Included","auto","No","6792","0","162816","342","169950","0.05"
"2025-12-05T20:04:31.702Z","Included","auto","No","63896","0","260096","610","324602","0.15"
"2025-12-05T19:59:27.008Z","Included","auto","No","6795","0","1148416","2102","1157313","0.31"
"2025-12-05T19:55:41.209Z","Included","auto","No","2384","0","643328","1034","646746","0.17"
"2025-12-05T19:49:12.770Z","Included","auto","No","5944","0","628736","1690","636370","0.17"
"2025-12-05T19:44:38.664Z","Included","auto","No","12356","0","1371136","3287","1386779","0.38"
"2025-12-05T19:40:08.676Z","Included","auto","No","16781","0","1435392","4395","1456568","0.41"
"2025-12-05T19:37:02.614Z","Included","auto","No","18414","0","1074432","3338","1096184","0.31"
"2025-12-05T19:30:32.229Z","Included","auto","No","18047","0","2364416","7360","2389823","0.66"
"2025-12-05T19:25:09.245Z","Included","auto","No","107798","0","796416","4779","908993","0.36"
"2025-12-05T19:23:26.286Z","Included","auto","No","95558","0","98816","1786","196160","0.15"
"2025-12-05T19:13:21.706Z","Included","auto","No","21376","0","318720","3709","343805","0.13"
"2025-12-05T17:19:05.589Z","Included","auto","No","75111","0","860928","4482","940521","0.34"
"2025-12-05T16:52:51.952Z","Included","auto","No","59092","0","430336","4194","493622","0.21"
"2025-12-05T16:44:48.474Z","Included","auto","No","19713","0","101376","1690","122779","0.06"
"2025-12-05T16:38:54.245Z","Included","auto","No","11304","0","220672","4733","236709","0.10"
"2025-12-05T16:33:05.380Z","Included","auto","No","7249","0","30720","815","38784","0.02"
"2025-12-05T15:51:13.981Z","Included","auto","No","60444","0","775744","4421","840609","0.30"
"2025-12-05T15:42:42.098Z","Included","auto","No","45656","0","314624","5512","365792","0.17"
"2025-12-05T15:30:40.007Z","Included","auto","No","22896","0","259552","3052","285500","0.11"
"2025-12-05T15:14:42.563Z","Included","auto","No","26999","0","3392","2047","32438","0.05"
"2025-12-05T15:11:11.170Z","Included","auto","No","24543","0","34880","2719","62142","0.06"
"2025-12-05T13:41:39.600Z","Included","auto","No","24781","0","25856","1943","52580","0.05"
"2025-12-05T13:36:20.580Z","Included","auto","No","34911","0","648576","8351","691838","0.26"
"2025-12-05T13:33:21.890Z","Included","auto","No","52223","0","311264","6275","369762","0.18"
"2025-12-05T13:27:01.777Z","Included","auto","No","26911","0","206816","4167","237894","0.11"
"2025-12-05T13:24:56.307Z","Included","auto","No","10213","0","58432","975","69620","0.03"
"2025-12-05T13:15:32.442Z","Included","auto","No","38710","0","185728","2339","226777","0.11"
"2025-12-05T13:11:52.658Z","Included","auto","No","32042","0","273152","3976","309170","0.13"
"2025-12-05T13:06:26.438Z","Included","auto","No","53835","0","414880","4137","472852","0.20"
"2025-12-05T13:05:06.175Z","Included","auto","No","45214","0","82880","1950","130044","0.09"
"2025-12-05T13:00:15.032Z","Included","auto","No","12100","0","105664","1167","118931","0.05"
"2025-12-05T12:59:32.204Z","Included","auto","No","13415","0","25216","807","39438","0.03"
"2025-12-05T12:47:51.521Z","Included","auto","No","190506","2990","3790368","9698","3993562","1.25"
"2025-12-05T12:33:07.647Z","Included","auto","No","25645","0","556480","1857","583982","0.18"
"2025-12-05T12:30:43.487Z","Included","auto","No","18203","0","551648","1739","571590","0.17"
"2025-12-05T12:27:32.654Z","Included","auto","No","133292","0","425664","1258","560214","0.28"
"2025-12-05T12:22:29.452Z","Included","auto","No","124804","0","267456","1259","393519","0.23"
"2025-12-05T12:21:44.911Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-05T12:17:26.745Z","Included","auto","No","134053","0","401312","758","536123","0.27"
"2025-12-05T12:11:47.203Z","Included","auto","No","15793","0","236544","1218","253555","0.09"
"2025-12-05T12:09:55.873Z","Included","auto","No","21888","21184","223040","1402","267514","0.12"
"2025-12-05T12:06:31.273Z","Included","auto","No","100372","0","135488","1106","236966","0.17"
"2025-12-05T12:01:03.094Z","Included","auto","No","86566","0","1162208","5356","1254130","0.43"
"2025-12-05T12:00:19.272Z","Included","auto","No","82565","0","180064","1549","264178","0.16"
"2025-12-05T11:58:57.929Z","Included","auto","No","75846","0","72928","686","149460","0.12"
"2025-12-05T11:54:38.102Z","Included","auto","No","68668","0","72064","856","141588","0.11"
"2025-12-05T11:51:29.241Z","Included","auto","No","19217","0","296768","5013","320998","0.13"
"2025-12-05T11:49:32.641Z","Included","auto","No","11953","0","73856","1254","87063","0.04"
"2025-12-05T11:47:28.169Z","Included","auto","No","53864","0","109312","1398","164574","0.10"
"2025-12-05T11:30:01.340Z","Included","auto","No","33902","0","132832","1492","168226","0.08"
"2025-12-05T11:27:51.399Z","Included","auto","No","24997","0","277984","4286","307267","0.13"
"2025-12-05T11:25:18.444Z","Included","auto","No","109394","0","296128","3313","408835","0.23"
"2025-12-05T11:19:31.631Z","Included","auto","No","70629","0","527040","6401","604070","0.26"
"2025-12-05T11:17:16.885Z","Included","auto","No","34601","0","198176","2793","235570","0.11"
"2025-12-05T10:59:52.149Z","Included","auto","No","33506","0","194464","3129","231099","0.11"
"2025-12-05T10:57:03.632Z","Included","auto","No","110800","0","103456","1445","215701","0.17"
"2025-12-05T10:51:38.632Z","Included","auto","No","118926","0","1227008","7448","1353382","0.50"
"2025-12-05T10:48:11.131Z","Included","auto","No","30312","0","92672","4198","127182","0.09"
"2025-12-05T10:43:03.528Z","Included","auto","No","0","10593","4480","1123","16196","0.02"
"2025-12-05T10:40:50.444Z","Included","auto","No","0","22580","37760","1241","61581","0.05"
"2025-12-05T10:19:04.198Z","Included","auto","No","0","121724","2394368","11542","2527634","0.82"
"2025-12-05T10:16:57.258Z","Included","auto","No","0","390","59008","317","59715","0.02"
"2025-12-05T10:13:30.625Z","Included","auto","No","0","56268","2816","234","59318","0.07"
"2025-12-05T10:09:59.068Z","Included","auto","No","0","8867","46720","61","55648","0.02"
"2025-12-05T10:05:52.394Z","Included","auto","No","0","106014","101120","7774","214908","0.20"
"2025-12-05T09:56:56.380Z","Included","auto","No","0","71447","917504","27057","1016008","0.48"
"2025-12-05T09:55:31.891Z","Included","auto","No","0","6483","2816","861","10160","0.01"
"2025-12-05T09:52:58.825Z","Included","auto","No","0","6249","2816","91","9156","0.01"
"2025-12-05T06:54:38.991Z","Included","auto","No","84567","0","873472","4690","962729","0.35"
"2025-12-05T06:32:15.651Z","Included","auto","No","86373","0","1402944","10285","1499602","0.52"
"2025-12-05T06:31:44.323Z","Included","auto","No","42693","0","52544","1414","96651","0.07"
"2025-12-05T06:28:14.794Z","Included","auto","No","42298","0","74752","1319","118369","0.08"
"2025-12-05T06:23:01.253Z","Included","auto","No","26541","0","217344","2240","246125","0.10"
"2025-12-05T06:07:11.482Z","Included","auto","No","7295","0","104704","2266","114265","0.05"
"2025-12-05T06:05:07.073Z","Included","auto","No","7792","0","52480","1637","61909","0.03"
"2025-12-05T05:46:05.427Z","Included","auto","No","21431","0","150016","1872","173319","0.08"
"2025-12-05T05:41:25.705Z","Included","auto","No","24476","0","485120","1211","510807","0.16"
"2025-12-05T05:39:04.930Z","Included","auto","No","98937","0","110848","473","210258","0.15"
"2025-12-05T05:33:52.087Z","Included","auto","No","18593","0","781824","6632","807049","0.26"
"2025-12-05T05:29:55.527Z","Included","auto","No","7747","0","594176","4523","606446","0.19"
"2025-12-05T05:25:06.955Z","Included","auto","No","19209","0","488448","4294","511951","0.17"
"2025-12-05T05:17:30.774Z","Included","auto","No","22081","0","361216","3190","386487","0.14"
"2025-12-05T05:14:17.678Z","Included","auto","No","13324","1051","277760","4085","296220","0.11"
"2025-12-05T05:12:05.342Z","Included","auto","No","14514","0","84992","1644","101150","0.05"
"2025-12-05T04:47:29.333Z","Included","auto","No","82035","0","2250752","25146","2357933","0.82"
"2025-12-05T04:45:48.112Z","Included","auto","No","62591","0","124160","3677","190428","0.13"
"2025-12-05T04:43:46.020Z","Included","auto","No","5263","0","292352","2185","299800","0.09"
"2025-12-05T04:38:58.300Z","Included","auto","No","42034","0","408064","8815","458913","0.21"
"2025-12-05T03:35:16.840Z","Included","auto","No","21660","9833","26368","1352","59213","0.05"
"2025-12-05T03:23:12.655Z","Included","auto","No","20586","0","202240","6331","229157","0.11"
"2025-12-05T03:22:52.621Z","Included","auto","No","15928","0","63744","616","80288","0.04"
"2025-12-05T03:22:36.641Z","Included","auto","No","809","0","15104","1125","17038","0.01"
"2025-12-05T03:19:48.657Z","Included","auto","No","9335","0","34304","794","44433","0.03"
"2025-12-05T03:18:29.413Z","Included","auto","No","9518","0","33024","1422","43964","0.03"
"2025-12-04T17:57:16.073Z","Included","auto","No","46636","0","80384","3917","130937","0.10"
"2025-12-04T17:46:29.614Z","Included","auto","No","44085","0","1235712","6820","1286617","0.40"
"2025-12-04T17:43:56.907Z","Included","auto","No","42292","0","414976","1261","458529","0.16"
"2025-12-04T17:39:22.246Z","Included","auto","No","51499","0","842752","6211","900462","0.31"
"2025-12-04T17:36:09.729Z","Included","auto","No","49226","0","256256","1758","307240","0.14"
"2025-12-04T17:29:58.601Z","Included","auto","No","71551","0","797952","7848","877351","0.34"
"2025-12-04T17:27:42.925Z","Included","auto","No","48521","0","150784","3328","202633","0.12"
"2025-12-04T17:26:01.377Z","Included","auto","No","31424","0","118528","2412","152364","0.08"
"2025-12-04T16:22:37.530Z","Included","auto","No","81229","0","315488","2387","399104","0.19"
"2025-12-04T16:21:37.067Z","Included","auto","No","65089","0","125120","1032","191241","0.12"
"2025-12-04T15:52:00.135Z","Included","auto","No","56703","0","953024","23648","1033375","0.45"
"2025-12-04T14:48:56.954Z","Included","auto","No","0","2007","13824","547","16378","0.01"
"2025-12-04T14:43:38.618Z","Included","auto","No","0","3688","101632","1211","106531","0.04"
"2025-12-04T14:38:29.048Z","Included","auto","No","0","4935","27776","518","33229","0.02"
"2025-12-04T14:35:21.943Z","Included","auto","No","0","1064","5120","219","6403","0.004"
"2025-12-04T14:30:23.052Z","Included","auto","No","0","28820","188416","3040","220276","0.10"
"2025-12-04T13:57:17.392Z","Included","auto","No","0","2811","8960","431","12202","0.01"
"2025-12-04T11:20:04.233Z","Included","auto","No","0","7201","31616","3559","42376","0.04"
"2025-12-04T10:07:28.410Z","Included","auto","No","0","46063","295424","6193","347680","0.17"
"2025-12-04T10:06:32.990Z","Included","auto","No","0","10248","5248","1020","16516","0.02"
"2025-12-04T10:06:02.044Z","Included","auto","No","0","8392","6784","261","15437","0.01"
"2025-12-04T09:53:05.497Z","Included","auto","No","0","7822","173440","2664","183926","0.07"
"2025-12-04T09:50:10.202Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-04T09:49:23.346Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-04T09:45:51.619Z","Included","auto","No","0","34078","404736","6746","445560","0.18"
"2025-12-04T07:15:26.159Z","Included","auto","No","0","30198","82048","1251","113497","0.07"
"2025-12-04T07:11:51.184Z","Included","auto","No","0","29777","239616","10326","279719","0.16"
"2025-12-04T07:08:36.709Z","Included","auto","No","0","27205","89856","7367","124428","0.10"
"2025-12-04T07:00:46.477Z","Included","auto","No","0","80963","469248","5777","555988","0.25"
"2025-12-04T06:59:39.411Z","Included","auto","No","0","1715","15360","1549","18624","0.02"
"2025-12-04T06:58:31.396Z","Included","auto","No","0","6801","18176","995","25972","0.02"
"2025-12-04T04:01:42.005Z","Included","auto","No","4068","0","13824","960","18852","0.01"
"2025-12-03T23:00:41.070Z","Included","auto","No","17338","0","37376","1986","56700","0.04"
"2025-12-03T22:46:14.896Z","Included","auto","No","24453","0","122880","2168","149501","0.07"
"2025-12-03T16:28:46.905Z","Included","auto","No","3608","0","8320","487","12415","0.01"
"2025-12-03T16:08:00.489Z","Included","auto","No","73936","0","196064","843","270843","0.15"
"2025-12-03T16:01:16.353Z","Included","auto","No","0","24638","130304","2015","156957","0.08"
"2025-12-03T15:59:14.461Z","Included","auto","No","0","21796","168704","1889","192389","0.08"
"2025-12-03T12:47:57.197Z","Included","auto","No","0","22015","112896","1235","136146","0.06"
"2025-12-03T12:47:47.518Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-12-03T12:41:40.304Z","Included","auto","No","0","10073","78848","887","89808","0.04"
"2025-12-03T12:37:09.947Z","Included","auto","No","0","39976","206208","2543","248727","0.12"
"2025-12-03T12:35:38.804Z","Included","auto","No","0","17832","16256","1478","35566","0.04"
"2025-12-03T12:33:42.318Z","Included","auto","No","0","11212","52480","1769","65461","0.04"
"2025-12-03T12:18:57.589Z","Included","auto","No","0","22942","253952","2110","279004","0.10"
"2025-12-03T12:16:31.483Z","Included","auto","No","0","36949","114176","1101","152226","0.08"
"2025-12-03T11:58:58.383Z","Included","auto","No","0","4084","132992","1320","138396","0.05"
"2025-12-03T11:55:45.744Z","Included","auto","No","0","40956","44928","1204","87088","0.07"
"2025-12-03T11:55:02.361Z","Included","auto","No","0","493","36480","964","37937","0.02"
"2025-12-03T11:53:56.019Z","Included","auto","No","0","46","36480","378","36904","0.01"
"2025-12-03T11:51:30.643Z","Included","auto","No","0","36526","0","355","36881","0.05"
"2025-12-03T11:45:26.234Z","Included","auto","No","0","32396","81792","1762","115950","0.07"
"2025-12-03T11:07:53.319Z","Included","auto","No","0","250494","1400448","11341","1662283","0.73"
"2025-12-03T11:03:14.892Z","Included","auto","No","0","3941","142592","2837","149370","0.06"
"2025-12-03T11:00:19.077Z","Included","auto","No","0","64725","6400","520","71645","0.09"
"2025-12-03T10:46:44.289Z","Included","auto","No","0","26918","1498752","7304","1532974","0.45"
"2025-12-03T10:44:11.918Z","Included","auto","No","0","407","44160","1801","46368","0.02"
"2025-12-03T10:42:30.633Z","Included","auto","No","0","37822","6400","305","44527","0.05"
"2025-12-03T10:38:52.125Z","Included","auto","No","0","32508","398336","3625","434469","0.16"
"2025-12-03T10:34:36.525Z","Included","auto","No","0","55496","234624","3754","293874","0.15"
"2025-12-03T10:26:49.875Z","Included","auto","No","0","37710","159744","1170","198624","0.09"
"2025-12-03T10:24:34.644Z","Included","auto","No","0","36518","45824","1923","84265","0.07"
"2025-12-03T10:20:33.180Z","Included","auto","No","0","22783","268800","4450","296033","0.12"
"2025-12-03T10:19:31.118Z","Included","auto","No","0","370","11904","1073","13347","0.01"
"2025-12-03T10:18:35.571Z","Included","auto","No","0","6936","4992","338","12266","0.01"
"2025-12-03T10:10:31.985Z","Included","auto","No","0","73552","5760","198","79510","0.09"
"2025-12-03T10:04:22.036Z","Included","auto","No","0","77545","1101696","11276","1190517","0.44"
"2025-12-03T10:03:57.019Z","Included","auto","No","0","33676","4992","1177","39845","0.05"
"2025-12-03T10:01:20.168Z","Included","auto","No","0","18067","135424","3460","156951","0.08"
"2025-12-03T08:48:36.026Z","Included","auto","No","0","12400","70784","1494","84678","0.04"
"2025-12-03T08:45:12.698Z","Included","auto","No","0","8980","197888","991","207859","0.07"
"2025-12-03T08:42:16.099Z","Included","auto","No","0","20708","211200","1397","233305","0.09"
"2025-12-03T08:40:23.809Z","Included","auto","No","0","18200","262912","4291","285403","0.11"
