Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-03T08:38:35.414Z","Included","auto","No","0","12892","23680","1814","38386","0.03"
"2025-12-03T08:37:47.675Z","Included","auto","No","0","5887","6400","325","12612","0.01"
"2025-12-03T08:28:54.774Z","Included","auto","No","0","42447","26624","509","69580","0.06"
"2025-12-03T08:26:16.494Z","Included","auto","No","0","61786","233472","2923","298181","0.15"
"2025-12-03T08:23:31.198Z","Included","auto","No","0","41657","760320","5100","807077","0.27"
"2025-12-03T08:20:08.272Z","Included","auto","No","0","32411","153344","1225","186980","0.09"
"2025-12-03T06:22:28.604Z","Included","auto","No","33243","0","194528","3286","231057","0.11"
"2025-12-03T06:19:21.847Z","Included","auto","No","7840","0","93152","1567","102559","0.04"
"2025-12-03T06:17:42.957Z","Included","auto","No","12956","0","18208","1365","32529","0.03"
"2025-12-03T06:14:10.039Z","Included","auto","No","51812","0","814112","6996","872920","0.31"
"2025-12-03T06:12:08.490Z","Included","auto","No","37286","0","94880","2202","134368","0.08"
"2025-12-03T05:49:54.419Z","Included","auto","No","65055","0","997632","15845","1078532","0.43"
"2025-12-03T05:48:24.421Z","Included","auto","No","25503","0","119808","2523","147834","0.08"
"2025-12-03T05:36:48.389Z","Included","auto","No","77973","0","169216","588","247777","0.14"
"2025-12-03T04:44:30.494Z","Included","auto","No","27133","0","128256","1759","157148","0.08"
"2025-12-03T04:37:20.932Z","Included","auto","No","113369","0","738304","9144","860817","0.38"
"2025-12-03T04:35:39.835Z","Included","auto","No","43446","0","144128","2140","189714","0.10"
"2025-12-03T03:51:43.175Z","Included","auto","No","7830","3181","352000","4024","367035","0.13"
"2025-12-03T03:41:49.897Z","Included","auto","No","14901","0","465152","3641","483694","0.16"
"2025-12-03T03:37:25.235Z","Included","auto","No","65186","0","212992","2864","281042","0.15"
"2025-12-03T03:30:55.142Z","Included","auto","No","12881","0","538880","4965","556726","0.18"
"2025-12-03T03:28:10.047Z","Included","auto","No","10422","0","352768","2759","365949","0.12"
"2025-12-03T03:20:08.572Z","Included","auto","No","28154","1418","540416","9566","579554","0.23"
"2025-12-03T03:17:38.130Z","Included","auto","No","8799","0","57344","578","66721","0.03"
"2025-12-03T03:14:56.269Z","Included","auto","No","6258","0","103168","1994","111420","0.05"
"2025-12-03T03:11:10.381Z","Included","auto","No","29047","0","69888","1296","100231","0.06"
"2025-12-03T03:08:36.129Z","Included","auto","No","26980","0","360960","916","388856","0.13"
"2025-12-03T02:57:22.616Z","Included","auto","No","86736","0","254720","1418","342874","0.18"
"2025-12-03T02:50:52.595Z","Included","auto","No","80492","781","881152","7636","970061","0.37"
"2025-12-03T02:36:37.869Z","Included","auto","No","64182","0","1041152","11794","1117128","0.41"
"2025-12-03T02:35:08.379Z","Included","auto","No","32365","0","124160","2687","159212","0.09"
"2025-12-03T01:00:33.207Z","Included","auto","No","31150","0","308224","6478","345852","0.15"
"2025-12-03T00:56:31.946Z","Included","auto","No","19416","0","444928","6193","470537","0.17"
"2025-12-03T00:54:06.990Z","Included","auto","No","8131","0","192768","2310","203209","0.07"
"2025-12-03T00:50:29.844Z","Included","auto","No","8075","1774","229376","2361","241586","0.08"
"2025-12-03T00:48:43.450Z","Included","auto","No","13389","0","146176","907","160472","0.06"
"2025-12-03T00:33:09.752Z","Included","auto","No","18094","0","354304","4874","377272","0.14"
"2025-12-03T00:31:21.344Z","Included","auto","No","7133","0","111104","1351","119588","0.04"
"2025-12-03T00:29:33.184Z","Included","auto","No","7898","0","69376","1121","78395","0.03"
"2025-12-03T00:25:12.619Z","Included","auto","No","24715","0","111616","478","136809","0.06"
"2025-12-03T00:23:48.781Z","Included","auto","No","25387","0","41984","968","68339","0.05"
"2025-12-03T00:20:47.366Z","Included","auto","No","22627","0","92416","1746","116789","0.06"
"2025-12-03T00:05:08.429Z","Included","auto","No","10029","0","544512","3872","558413","0.17"
"2025-12-03T00:02:45.919Z","Included","auto","No","55791","0","430080","3943","489814","0.20"
"2025-12-02T22:35:10.463Z","Included","auto","No","48620","0","615424","7911","671955","0.26"
"2025-12-02T22:33:55.356Z","Included","auto","No","940","0","31744","1396","34080","0.02"
"2025-12-02T22:31:24.653Z","Included","auto","No","22789","0","71680","1542","96011","0.06"
"2025-12-02T22:05:28.295Z","Included","auto","No","19466","440","237824","5914","263644","0.12"
"2025-12-02T22:01:48.456Z","Included","auto","No","57795","0","119808","1028","178631","0.11"
"2025-12-02T21:55:21.804Z","Included","auto","No","6115","0","287744","2363","296222","0.09"
"2025-12-02T21:50:47.045Z","Included","auto","No","25465","0","969216","6876","1001557","0.32"
"2025-12-02T21:46:12.180Z","Included","auto","No","35273","0","439040","5545","479858","0.19"
"2025-12-02T21:42:23.412Z","Included","auto","No","855","0","32000","1322","34177","0.02"
"2025-12-02T21:38:29.345Z","Included","auto","No","21748","0","103936","1421","127105","0.06"
"2025-12-02T21:32:57.015Z","Included","auto","No","26649","0","356352","10064","393065","0.18"
"2025-12-02T21:32:03.592Z","Included","auto","No","8770","0","37888","1696","48354","0.03"
"2025-12-02T21:18:42.340Z","Included","auto","No","55216","0","305920","4909","366045","0.17"
"2025-12-02T21:16:17.673Z","Included","auto","No","35739","0","395776","2242","433757","0.16"
"2025-12-02T21:12:39.598Z","Included","auto","No","19049","0","1220096","2741","1241886","0.35"
"2025-12-02T21:06:26.157Z","Included","auto","No","14850","0","1264128","5164","1284142","0.37"
"2025-12-02T21:01:50.560Z","Included","auto","No","2556","0","445440","1075","449071","0.12"
"2025-12-02T20:57:56.959Z","Included","auto","No","8021","0","1005824","5479","1019324","0.29"
"2025-12-02T20:53:54.492Z","Included","auto","No","18608","0","802048","3433","824089","0.24"
"2025-12-02T20:50:51.045Z","Included","auto","No","9237","0","620800","3279","633316","0.19"
"2025-12-02T20:47:15.182Z","Included","auto","No","9314","0","463872","4128","477314","0.15"
"2025-12-02T20:37:44.364Z","Included","auto","No","17537","0","519168","4343","541048","0.18"
"2025-12-02T20:35:03.744Z","Included","auto","No","5818","0","89088","0","94906","0.03"
"2025-12-02T20:31:43.115Z","Included","auto","No","8295","0","719104","5107","732506","0.22"
"2025-12-02T20:24:40.863Z","Included","auto","No","14962","0","478464","5594","499020","0.17"
"2025-12-02T20:19:34.595Z","Included","auto","No","64747","0","421888","5723","492358","0.22"
"2025-12-02T16:34:23.921Z","Included","auto","No","58646","0","418912","4736","482294","0.21"
"2025-12-02T16:31:54.053Z","Included","auto","No","21992","0","235840","4504","262336","0.11"
"2025-12-02T16:29:53.767Z","Included","auto","No","31427","0","454944","7698","494069","0.20"
"2025-12-02T16:12:51.795Z","Included","auto","No","20239","0","38208","974","59421","0.04"
"2025-12-02T16:10:50.348Z","Included","auto","No","10667","0","134080","2889","147636","0.06"
"2025-12-02T16:03:16.572Z","Included","auto","No","29646","0","81824","1727","113197","0.07"
"2025-12-02T16:01:57.857Z","Included","auto","No","23332","0","71584","1745","96661","0.06"
"2025-12-02T15:58:55.223Z","Included","auto","No","0","19621","106624","5604","131849","0.08"
"2025-12-02T15:58:09.279Z","Included","auto","No","0","3073","13056","484","16613","0.01"
"2025-12-02T15:56:18.197Z","Included","auto","No","0","37275","38144","1837","77256","0.07"
"2025-12-02T15:52:54.088Z","Included","auto","No","0","9955","131328","4279","145562","0.07"
"2025-12-02T15:50:44.568Z","Included","auto","No","0","51527","142976","1549","196052","0.11"
"2025-12-02T15:48:56.170Z","Included","auto","No","0","3825","21376","329","25530","0.01"
"2025-12-02T15:47:36.132Z","Included","auto","No","0","909","23680","421","25010","0.01"
"2025-12-02T15:45:40.583Z","Included","auto","No","0","1318","22400","749","24467","0.01"
"2025-12-02T15:42:50.974Z","Included","auto","No","0","1678","20736","1264","23678","0.01"
"2025-12-02T15:40:00.005Z","Included","auto","No","0","1263","20224","729","22216","0.01"
"2025-12-02T15:38:02.246Z","Included","auto","No","0","1465","19328","667","21460","0.01"
"2025-12-02T15:36:55.494Z","Included","auto","No","0","2870","17408","316","20594","0.01"
"2025-12-02T15:35:40.424Z","Included","auto","No","0","1262","18176","771","20209","0.01"
"2025-12-02T15:33:38.349Z","Included","auto","No","0","13098","5120","782","19000","0.02"
"2025-12-02T15:32:45.754Z","Included","auto","No","0","801","16640","540","17981","0.01"
"2025-12-02T15:24:06.294Z","Included","auto","No","0","2364","14336","547","17247","0.01"
"2025-12-02T15:20:08.707Z","Included","auto","No","0","811","14976","778","16565","0.01"
"2025-12-02T15:17:51.514Z","Included","auto","No","0","9923","5120","684","15727","0.02"
"2025-12-02T15:16:25.697Z","Included","auto","No","0","9234","5120","448","14802","0.02"
"2025-12-02T15:13:56.071Z","Included","auto","No","0","19898","42112","4934","66944","0.07"
"2025-12-02T14:54:53.105Z","Included","auto","No","0","371","37760","978","39109","0.02"
"2025-12-02T14:53:44.451Z","Included","auto","No","0","32666","5120","333","38119","0.04"
"2025-12-02T13:58:29.515Z","Included","auto","No","0","21346","190592","2470","214408","0.09"
"2025-12-02T13:51:53.827Z","Included","auto","No","0","106526","488192","3535","598253","0.28"
"2025-12-02T13:46:18.175Z","Included","auto","No","0","71435","297088","6950","375473","0.21"
"2025-12-02T13:44:54.164Z","Included","auto","No","0","8553","35584","2716","46853","0.04"
"2025-12-02T13:43:08.308Z","Included","auto","No","0","7678","4736","975","13389","0.02"
"2025-12-02T12:16:04.298Z","Included","auto","No","0","17683","146688","1059","165430","0.07"
"2025-12-02T12:10:05.572Z","Included","auto","No","0","83005","142848","1620","227473","0.15"
"2025-12-02T12:04:17.792Z","Included","auto","No","0","5623","200064","3903","209590","0.08"
"2025-12-02T11:55:15.273Z","Included","auto","No","0","139729","128640","4984","273353","0.24"
"2025-12-02T11:49:53.475Z","Included","auto","No","0","2215","123520","1185","126920","0.04"
"2025-12-02T11:44:50.205Z","Included","auto","No","0","59084","62592","882","122558","0.09"
"2025-12-02T11:34:10.344Z","Included","auto","No","0","85457","123008","1094","209559","0.14"
"2025-12-02T11:00:59.464Z","Included","auto","No","0","16910","193408","2093","212411","0.08"
"2025-12-02T10:50:04.520Z","Errored, No Charge","auto","No","0","0","0","0","0","0.00"
"2025-12-02T10:43:39.345Z","Included","auto","No","0","30006","110592","2078","142676","0.08"
"2025-12-02T10:38:30.494Z","Included","auto","No","0","127972","316800","3754","448526","0.26"
"2025-12-02T10:35:09.050Z","Included","auto","No","0","47144","92672","2646","142462","0.10"
"2025-12-02T10:31:52.036Z","Included","auto","No","0","45238","131712","2033","178983","0.10"
"2025-12-02T10:28:09.477Z","Included","auto","No","0","34094","122240","3842","160176","0.10"
"2025-12-02T10:25:48.938Z","Included","auto","No","0","19181","119680","2377","141238","0.07"
"2025-12-02T10:20:02.200Z","Included","auto","No","0","21453","88192","1553","111198","0.06"
"2025-12-02T10:14:17.523Z","Included","auto","No","0","76701","100352","4406","181459","0.15"
"2025-12-02T10:05:14.032Z","Included","auto","No","0","18548","67072","1588","87208","0.05"
"2025-12-02T10:02:05.606Z","Included","auto","No","0","30753","54272","1642","86667","0.06"
"2025-12-02T10:00:07.129Z","Included","auto","No","0","44170","59520","1064","104754","0.08"
"2025-12-02T07:59:02.247Z","Included","auto","No","0","44355","98048","411","142814","0.08"
"2025-12-02T07:54:54.966Z","Included","auto","No","0","42258","190848","1223","234329","0.11"
"2025-12-02T07:29:49.779Z","Included","auto","No","0","39555","88064","1983","129602","0.08"
"2025-12-02T07:24:49.433Z","Included","auto","No","0","4249","36864","1514","42627","0.02"
"2025-12-02T07:22:14.063Z","Included","auto","No","0","47011","104064","1545","152620","0.09"
"2025-12-02T07:18:06.874Z","Included","auto","No","0","10277","99712","2220","112209","0.05"
"2025-12-02T07:10:36.311Z","Included","auto","No","0","11761","129792","8350","149903","0.10"
"2025-12-02T07:09:11.856Z","Included","auto","No","0","10722","132480","1933","145135","0.06"
"2025-12-02T07:05:21.408Z","Included","auto","No","0","9015","16640","2032","27687","0.03"
"2025-12-02T07:01:48.031Z","Included","auto","No","0","20697","73856","4410","98963","0.07"
"2025-12-02T06:58:31.892Z","Included","auto","No","0","64153","187520","4488","256161","0.15"
"2025-12-02T06:58:08.106Z","Included","auto","No","0","11974","17152","1065","30191","0.03"
"2025-12-02T06:57:01.765Z","Included","auto","No","0","6423","3328","74","9825","0.01"
"2025-12-02T06:22:24.376Z","Included","auto","No","20123","0","146592","588","167303","0.07"
"2025-12-02T06:16:31.982Z","Included","auto","No","60589","4214","474688","3719","543210","0.22"
"2025-12-02T06:13:09.787Z","Included","auto","No","58010","5996","353408","6346","423760","0.21"
"2025-12-02T06:10:50.383Z","Included","auto","No","22556","0","430528","8527","461611","0.19"
"2025-12-02T06:08:00.090Z","Included","auto","No","6110","5784","389376","3171","404441","0.13"
"2025-12-02T06:05:58.032Z","Included","auto","No","56593","2677","129024","1651","189945","0.12"
"2025-12-02T05:51:35.452Z","Included","auto","No","10942","0","462336","2578","475856","0.14"
"2025-12-02T05:49:19.976Z","Included","auto","No","9854","2115","336384","2568","350921","0.11"
"2025-12-02T05:45:11.791Z","Included","auto","No","3809","0","176640","1239","181688","0.06"
"2025-12-02T05:35:57.821Z","Included","auto","No","8058","0","123136","1440","132634","0.05"
"2025-12-02T05:32:45.048Z","Included","auto","No","10028","4761","222464","4616","241869","0.10"
"2025-12-02T05:30:31.077Z","Included","auto","No","4530","0","53504","914","58948","0.02"
"2025-12-02T05:28:34.841Z","Included","auto","No","11442","0","82176","1239","94857","0.04"
"2025-12-02T05:15:34.423Z","Included","auto","No","31287","0","263424","4563","299274","0.13"
"2025-12-02T05:14:31.659Z","Included","auto","No","52439","0","688128","2302","742869","0.25"
"2025-12-02T05:11:14.108Z","Included","auto","No","59758","0","124416","1422","185596","0.11"
"2025-12-02T05:02:33.309Z","Included","auto","No","55947","0","969472","13950","1039369","0.40"
"2025-12-02T05:00:10.577Z","Included","auto","No","21099","0","82688","2846","106633","0.06"
"2025-12-02T04:38:34.567Z","Included","auto","No","4475","0","8960","982","14417","0.01"
"2025-12-02T04:30:21.431Z","Included","auto","No","4918","0","36864","690","42472","0.02"
"2025-12-02T04:24:15.654Z","Included","auto","No","4349","0","24832","659","29840","0.02"
"2025-12-01T19:12:38.939Z","Included","auto","No","9227","0","26368","1266","36861","0.03"
"2025-12-01T19:12:29.490Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-12-01T18:34:38.032Z","Included","auto","No","21123","0","276480","968","298571","0.10"
"2025-12-01T18:04:04.697Z","Included","auto","No","48518","0","97536","1199","147253","0.09"
"2025-12-01T17:59:07.317Z","Included","auto","No","20365","0","374016","4252","398633","0.14"
"2025-12-01T17:46:43.755Z","Included","auto","No","22863","0","316416","4652","343931","0.14"
"2025-12-01T16:28:16.818Z","Included","auto","No","0","16464","69888","1133","87485","0.04"
"2025-12-01T16:24:24.118Z","Included","auto","No","0","11756","165632","1885","179273","0.07"
"2025-12-01T16:21:24.898Z","Included","auto","No","0","757","5120","850","6727","0.01"
"2025-12-01T14:33:49.166Z","Included","auto","No","0","13703","30848","1999","46550","0.04"
"2025-12-01T13:53:31.008Z","Included","auto","No","0","15163","162048","2883","180094","0.08"
"2025-11-30T18:52:40.809Z","Included","auto","No","60791","0","542720","3045","606556","0.23"
"2025-11-30T18:50:51.836Z","Included","auto","No","45168","0","171520","952","217640","0.11"
"2025-11-30T18:41:21.736Z","Included","auto","No","81326","0","1199104","18496","1298926","0.51"
"2025-11-30T18:39:44.826Z","Included","auto","No","42195","0","86016","2006","130217","0.09"
"2025-11-30T18:32:07.267Z","Included","auto","No","55147","0","1030912","18704","1104763","0.44"
"2025-11-30T18:30:09.201Z","Included","auto","No","3347","0","43520","1774","48641","0.03"
"2025-11-30T18:23:02.694Z","Included","auto","No","15352","0","36608","947","52907","0.03"
"2025-11-30T15:34:09.937Z","Included","auto","No","15340","0","444160","3770","463270","0.15"
"2025-11-30T15:31:04.800Z","Included","auto","No","104002","0","421376","2403","527781","0.25"
"2025-11-30T14:55:11.034Z","Included","auto","No","3068","0","193536","1568","198172","0.06"
"2025-11-30T14:51:42.397Z","Included","auto","No","8529","0","460800","2483","471812","0.14"
"2025-11-30T14:16:25.299Z","Included","auto","No","16416","0","501760","4160","522336","0.17"
"2025-11-30T14:12:52.889Z","Included","auto","No","74560","0","475904","3621","554085","0.23"
"2025-11-30T14:06:44.750Z","Included","auto","No","239796","0","545536","4089","789421","0.46"
"2025-11-30T14:01:38.206Z","Included","auto","No","13911","0","1207040","5417","1226368","0.35"
"2025-11-30T13:55:00.090Z","Included","auto","No","7068","0","322560","1474","331102","0.10"
"2025-11-30T13:53:59.793Z","Included","auto","No","810","0","158464","1524","160798","0.05"
"2025-11-30T13:49:39.225Z","Included","auto","No","8765","0","616704","3161","628630","0.18"
"2025-11-30T13:45:59.509Z","Included","auto","No","7782","0","589312","2501","599595","0.17"
"2025-11-30T13:38:22.213Z","Included","auto","No","8193","0","704000","2755","714948","0.20"
"2025-11-30T13:35:50.754Z","Included","auto","No","11302","0","528640","2028","541970","0.16"
"2025-11-30T13:28:02.365Z","Included","auto","No","7159","0","238592","1005","246756","0.07"
"2025-11-30T13:25:09.613Z","Included","auto","No","8111","0","242688","803","251602","0.08"
"2025-11-30T13:23:07.181Z","Included","auto","No","114918","0","116224","824","231966","0.18"
"2025-11-30T13:13:51.612Z","Included","auto","No","10498","0","680192","2918","693608","0.20"
"2025-11-30T13:11:12.783Z","Included","auto","No","16912","41556","514560","3180","576208","0.22"
"2025-11-30T13:06:04.659Z","Included","auto","No","95926","18270","590080","3591","707867","0.31"
"2025-11-30T10:32:10.823Z","Included","auto","No","35116","0","131072","1335","167523","0.08"
"2025-11-30T10:32:04.668Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-11-30T10:30:18.433Z","Included","auto","No","30619","0","534016","4378","569013","0.20"
"2025-11-30T10:28:24.102Z","Included","auto","No","38278","0","161792","1568","201638","0.10"
"2025-11-30T10:26:53.031Z","Included","auto","No","21780","0","272128","1387","295295","0.10"
"2025-11-30T10:25:10.240Z","Included","auto","No","27461","0","68096","1016","96573","0.06"
"2025-11-30T10:23:10.951Z","Included","auto","No","43899","0","438528","4948","487375","0.19"
"2025-11-30T10:21:39.557Z","Included","auto","No","32634","0","74752","2215","109601","0.07"
"2025-11-30T10:12:05.820Z","Included","auto","No","19977","0","59392","1667","81036","0.05"
"2025-11-30T09:37:10.246Z","Included","auto","No","9619","2707","221440","2079","235845","0.08"
"2025-11-30T09:34:12.927Z","Included","auto","No","48490","4966","171264","2608","227328","0.13"
"2025-11-30T09:30:59.688Z","Included","auto","No","6511","4272","334592","2039","347414","0.11"
"2025-11-30T09:29:47.827Z","Included","auto","No","6253","1924","247808","1480","257465","0.08"
"2025-11-30T09:27:46.926Z","Included","auto","No","6707","3256","278016","3194","291173","0.10"
"2025-11-30T09:26:29.729Z","Included","auto","No","25942","0","131328","432","157702","0.07"
"2025-11-30T09:25:05.284Z","Included","auto","No","44951","3939","94976","2337","146203","0.10"
"2025-11-30T09:12:23.248Z","Included","auto","No","9055","0","81664","2583","93302","0.05"
"2025-11-30T09:07:16.129Z","Included","auto","No","42380","1784","579328","7179","630671","0.24"
"2025-11-30T09:06:40.914Z","Included","auto","No","436","0","26368","1129","27933","0.01"
"2025-11-30T09:05:50.130Z","Included","auto","No","20933","0","101120","1305","123358","0.06"
"2025-11-30T02:42:08.319Z","Included","auto","No","3666","0","213760","1280","218706","0.07"
"2025-11-30T02:38:03.952Z","Included","auto","No","19212","0","316160","3706","339078","0.13"
"2025-11-30T02:34:36.271Z","Included","auto","No","11638","1690","441088","4686","459102","0.16"
"2025-11-30T02:33:25.552Z","Included","auto","No","44446","0","55808","829","101083","0.07"
"2025-11-30T00:44:43.680Z","Included","auto","No","6754","0","73472","1226","81452","0.03"
"2025-11-30T00:42:13.319Z","Included","auto","No","4846","0","99072","945","104863","0.04"
"2025-11-30T00:41:33.808Z","Included","auto","No","29025","0","83712","2084","114821","0.07"
"2025-11-30T00:33:42.306Z","Included","auto","No","21799","0","258560","4225","284584","0.12"
"2025-11-29T16:16:51.733Z","Included","auto","No","8115","0","325888","1535","335538","0.10"
"2025-11-29T16:13:37.323Z","Included","auto","No","10883","0","405760","2129","418772","0.13"
"2025-11-29T16:10:34.933Z","Included","auto","No","107402","0","667904","5216","780522","0.33"
"2025-11-29T15:58:27.563Z","Included","auto","No","18706","0","404480","2084","425270","0.14"
"2025-11-29T15:54:16.436Z","Included","auto","No","70381","1747","579328","4265","655721","0.26"
"2025-11-29T15:48:11.565Z","Included","auto","No","21140","1413","448512","5121","476186","0.17"
"2025-11-29T15:35:00.133Z","Included","auto","No","32440","1076","367360","5569","406445","0.17"
"2025-11-29T15:32:02.890Z","Included","auto","No","19441","965","97792","1924","120122","0.06"
"2025-11-29T15:12:56.038Z","Included","auto","No","27993","0","175616","5149","208758","0.11"
"2025-11-29T15:11:53.113Z","Included","auto","No","17422","61","68608","2538","88629","0.05"
"2025-11-29T10:07:26.327Z","Included","auto","No","29581","776","804608","10470","845435","0.30"
"2025-11-29T08:22:58.326Z","Included","auto","No","10389","0","624128","3407","637924","0.19"
"2025-11-29T08:17:28.075Z","Included","auto","No","92773","0","202752","1621","297146","0.18"
"2025-11-29T08:16:17.476Z","Included","auto","No","4535","0","176128","1541","182204","0.06"
"2025-11-29T08:09:54.866Z","Included","auto","No","2262","0","169728","830","172820","0.05"
"2025-11-29T08:05:04.872Z","Included","auto","No","81472","0","164864","1405","247741","0.15"
"2025-11-29T06:30:28.237Z","Included","auto","No","13824","0","1184000","3327","1201151","0.33"
"2025-11-29T06:26:40.936Z","Included","auto","No","64909","0","203264","1242","269415","0.14"
"2025-11-29T06:17:47.498Z","Included","auto","No","13555","0","997120","8626","1019301","0.32"
"2025-11-29T06:14:02.584Z","Included","auto","No","3533","0","346880","1685","352098","0.10"
"2025-11-29T06:08:06.155Z","Included","auto","No","51191","0","385024","3861","440076","0.18"
"2025-11-29T05:58:28.744Z","Included","auto","No","0","9518","154880","988","165386","0.06"
"2025-11-29T05:57:55.790Z","Included","auto","No","0","748","52480","929","54157","0.02"
"2025-11-29T05:57:17.447Z","Included","auto","No","0","4770","47744","945","53459","0.02"
"2025-11-29T05:52:50.125Z","Included","auto","No","0","21750","231808","1960","255518","0.10"
"2025-11-29T05:47:09.967Z","Included","auto","No","0","82031","314496","2842","399369","0.20"
"2025-11-29T05:46:26.430Z","Included","auto","No","0","35465","4736","818","41019","0.05"
"2025-11-29T05:18:33.303Z","Included","auto","No","0","29778","62848","3377","96003","0.07"
"2025-11-29T05:13:50.272Z","Included","auto","No","0","53801","238592","4545","296938","0.15"
"2025-11-29T05:13:14.670Z","Included","auto","No","0","7046","80512","2038","89596","0.04"
"2025-11-29T05:12:52.119Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-11-29T05:06:29.681Z","Included","auto","No","0","84610","0","2199","86809","0.12"
"2025-11-29T05:04:52.684Z","Included","auto","No","0","75752","0","2587","78339","0.11"
"2025-11-29T05:01:31.504Z","Included","auto","No","0","16343","64256","1727","82326","0.05"
"2025-11-29T04:56:51.602Z","Included","auto","No","0","17826","79616","2918","100360","0.06"
"2025-11-29T04:53:56.067Z","Included","auto","No","0","59759","68096","409","128264","0.09"
"2025-11-29T04:51:17.704Z","Included","auto","No","0","912","62464","1813","65189","0.03"
"2025-11-29T04:48:14.966Z","Included","auto","No","0","21461","104960","1606","128027","0.06"
"2025-11-29T04:29:26.215Z","Included","auto","No","0","132373","475008","5203","612584","0.32"
"2025-11-29T04:27:52.507Z","Included","auto","No","0","433","41216","931","42580","0.02"
"2025-11-29T04:26:55.187Z","Included","auto","No","0","36582","4736","331","41649","0.05"
"2025-11-29T04:25:31.473Z","Included","auto","No","0","53809","57088","1481","112378","0.09"
"2025-11-29T04:20:10.802Z","Included","auto","No","0","20760","56192","1401","78353","0.05"
"2025-11-29T02:37:31.355Z","Included","auto","No","0","193530","201088","1597","396215","0.30"
"2025-11-29T02:08:51.826Z","Included","auto","No","0","20918","455680","1374","477972","0.15"
"2025-11-29T02:05:15.583Z","Included","auto","No","0","98110","351616","1316","451042","0.22"
"2025-11-29T02:01:57.043Z","Included","auto","No","0","3492","249728","1366","254586","0.07"
"2025-11-29T01:57:39.351Z","Included","auto","No","0","79866","246400","1040","327306","0.17"
"2025-11-29T01:56:19.766Z","Included","auto","No","0","75927","70272","1595","147794","0.12"
"2025-11-29T01:53:13.585Z","Included","auto","No","0","493","69888","501","70882","0.02"
"2025-11-29T01:46:41.751Z","Included","auto","No","0","64800","5120","357","70277","0.08"
"2025-11-29T01:02:41.147Z","Included","auto","No","0","68331","0","870","69201","0.09"
"2025-11-29T00:58:11.152Z","Included","auto","No","0","12883","206720","2212","221815","0.08"
"2025-11-29T00:55:22.763Z","Included","auto","No","0","77854","302080","2636","382570","0.19"
"2025-11-29T00:44:06.409Z","Included","auto","No","0","3040","62976","1125","67141","0.03"
"2025-11-29T00:40:54.443Z","Included","auto","No","0","63077","0","451","63528","0.08"
"2025-11-28T18:24:50.206Z","Included","auto","No","7978","0","509952","1905","519835","0.15"
"2025-11-28T18:22:47.903Z","Included","auto","No","54696","0","290816","1978","347490","0.15"
"2025-11-28T18:20:26.305Z","Included","auto","No","42033","0","262656","2625","307314","0.13"
"2025-11-28T18:05:41.186Z","Included","auto","No","18675","0","221440","3127","243242","0.10"
"2025-11-28T17:57:23.411Z","Included","auto","No","1978","0","53760","657","56395","0.02"
"2025-11-28T17:55:27.484Z","Included","auto","No","64757","0","230400","2046","297203","0.15"
"2025-11-28T17:41:35.773Z","Included","auto","No","69629","0","456192","4518","530339","0.23"
"2025-11-28T17:38:06.029Z","Included","auto","No","55822","0","251392","1909","309123","0.14"
"2025-11-28T17:35:22.377Z","Included","auto","No","43590","0","213248","1911","258749","0.12"
"2025-11-28T17:20:07.542Z","Included","auto","No","91539","0","1615360","16415","1723314","0.62"
"2025-11-28T17:18:06.015Z","Included","auto","No","55188","0","122368","2471","180027","0.11"
"2025-11-28T17:16:19.255Z","Included","auto","No","45563","0","208384","2001","255948","0.12"
"2025-11-28T14:23:40.995Z","Included","auto","No","0","506599","6809344","54871","7370814","2.66"
"2025-11-28T14:22:29.287Z","Included","auto","No","0","27134","113792","2060","142986","0.07"
"2025-11-28T14:21:25.932Z","Included","auto","No","0","13981","0","408","14389","0.02"
"2025-11-28T13:16:14.321Z","Included","auto","No","0","0","0","0","0","0.00"
"2025-11-28T12:11:15.678Z","Included","auto","No","0","6067","138112","840","145019","0.05"
"2025-11-28T12:07:34.839Z","Included","auto","No","0","52681","141184","2223","196088","0.11"
"2025-11-28T11:05:50.429Z","Included","auto","No","0","41572","210816","2117","254505","0.12"
"2025-11-28T11:01:12.618Z","Included","auto","No","0","7462","22656","294","30412","0.02"
"2025-11-28T10:53:37.278Z","Included","auto","No","0","18389","75520","1186","95095","0.05"
"2025-11-28T09:51:36.511Z","Included","auto","No","0","299185","5599232","46294","5944711","2.05"
"2025-11-28T09:50:50.696Z","Included","auto","No","0","2228","9984","844","13056","0.01"
"2025-11-28T09:42:38.448Z","Included","auto","No","0","7358","2688","80","10126","0.01"
"2025-11-28T09:37:34.340Z","Included","auto","No","0","118528","1660288","5009","1783825","0.59"
"2025-11-28T09:22:46.000Z","Included","auto","No","0","618278","4258048","12558","4888884","1.91"
"2025-11-28T09:14:32.972Z","Included","auto","No","0","3966","86656","275","90897","0.03"
"2025-11-28T09:13:28.340Z","Included","auto","No","0","83125","3840","141","87106","0.11"
"2025-11-28T08:53:06.737Z","Included","auto","No","0","288088","4348032","47032","4683152","1.73"
"2025-11-28T08:52:05.134Z","Included","auto","No","0","13419","71424","1330","86173","0.04"
